Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
4818,CORPORACION UNIVERSITARIA LATINOAMERICANA - CUL,890.103.657-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Calle  58  55-24A,3444868,Resolución 273 MINISTERIO DE EDUCACION NACIONAL,23/03/1971,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ul.edu.co
4822,CORPORACION ESCUELA DE ARTES Y LETRAS,860504543-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 12  70-44/46,5417173,Resolución 6272 MINISTERIO DE EDUCACION NACIONAL,4/05/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.artesyletras.com.co
4825,CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF,891.408.248-5,Principal,Corporación,Privado,Institución Técnica Profesional,Risaralda,Risaralda,,Pereira,Carrera 6 24-56,3400100,Resolución 19348 MINISTERIO DE EDUCACION NACIONAL.,7/12/1985,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ciaf.edu.co
4826,CORPORACION UNIVERSITARIA REGIONAL DEL CARIBE -IAFIC-,890.481.341-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,Pie del Cerro Av.Pedro Heredia 18B-17,6665832,Resolución 8992 MINISTERIO DE EDUCACION NACIONAL.,21/06/1985,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.iafic.edu.co
4827,CORPORACION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE ARTES IDEARTES,NO INFORMA,Principal,Corporación,Privado,Institución Técnica Profesional,Antioquia,Antioquia,,Medellín,Calle 47  42-39,2175599,Resolución 11103 MINISTERIO DE EDUCACION NACIONAL.,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.institutodeartes.edu.co
4829,CORPORACION INTERAMERICANA DE EDUCACION SUPERIOR-CORPOCIDES,890.204.702,Principal,Corporación,Privado,Institución Técnica Profesional,Santander,Santander,,Bucaramanga,Carrera 26  50-73,6473939,Resolución 80 GOBIERNO DEPARTAMENTAL DE SANTANDER,1/08/1974,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.interamericana.edu.co
4832,CORPORACION INSTITUTO SUPERIOR DE EDUCACION SOCIAL-ISES-,860.066.098-5,Principal,Corporación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 23  63 - 36,5441388,Resolución 2028 MINISTERIO DE EDUCACION NACIONAL,2/03/1982,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ises.edu.co
4835,CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISEÑO,860078430-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Autopista Norte Km. 19 (Via a Chia),6760448,Resolución 11108 MINISTERIO DE EDUCACION NACIONAL,13/07/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www taller5.edu.co
4837,CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES EDUCACION Y SALUD -CORSALUD-,NO INFORMA,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 53   59-70,3492619,Resolución 3514 MINISTERIO DE EDUCACION NACIONAL.,15/07/1993,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.corsalud.cjb.net
5801,CORPORACION ESCUELA TECNOLOGICA DEL ORIENTE,804006527-3,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Bucaramanga,Calle 41 10-30 Barrio Alfonso L¿pez,6349810,Resolución 2680 MINISTERIO DE EDUCACION NACIONAL,5/08/1998,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.tecnologicadeloriente.edu.co
5802,UNIVERSIDAD ECCI,860.401.496-0,Principal,Corporación,Privado,Universidad,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 19  49-20,3537171,Resolución 2683 MINISTERIO DE EDUCACION NACIONAL.,28/03/1985,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ecci.edu.co
9102,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,80.014.164,Principal,Nacional,Oficial,Institución Tecnológica,Cundinamarca,Cundinamarca,,Madrid,Madrid (Cundinamarca),NA,Acuerdo 275 ICFES.,28/01/3916,SI,1/10/2019,10409,6,Activa en la Fecha de Actualizacion,9/09/2021,www.esufa.edu.com
9103,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ,800.141.621,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera  8  58-67,4881000,Decreto 2247 Presidencia de la República,23/12/1920,SI,21/03/2018,4600,6,Activa en la Fecha de Actualizacion,9/09/2021,www.emavi.edu.co
9104,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,800131272-0,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle  80  38-00 (Avenida Suba),3770850,No informa 30 CONGRESO,28/12/1992,SI,30/11/2016,21340,5,Activa en la Fecha de Actualizacion,9/09/2021,www.esmic.edu.co
9105,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,800141648-9,Principal,Nacional,Oficial,Universidad,Bolívar,Bolívar,,Cartagena de Indias,Barrio Manzanillo Avenida El Bosque,6694295,Decreto 793 Gobierno Nacional,6/07/1907,SI,10/11/2017,24403,6,Activa en la Fecha de Actualizacion,9/09/2021,www.escuelanaval.edu.co
9107,ESCUELA DE INGENIEROS MILITARES,8300874434,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera  50 #18-06 Puente Aranda,4468011,No informa 00015 Comando del Ej¿rcito Nacional,9/08/1983,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.esing.mil.co
9108,INSTITUTO CARO Y CUERVO,899999096-6,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 10  4-69,3422121,No informa _ _,31/12/1969,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.caroycuervo.gov.co
9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Principal,Nacional,Oficial,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 13 No. 65-10,5944001,Ley 30 CONGRESO DE COLOMBIA,28/12/1992,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.sena.edu.co
9111,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Carrera (Avenida Guadalupe) No.3 - 88,NA,No informa 30 Congreso de la Republica,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.senavalle.edu.co
9112,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Antioquia,Antioquia,,Medellín,Calle 51  57-70,NA,No informa 30 CONGRESO DE LA REPUBLICA,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.senamed.edu.co
9113,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Cundinamarca,Cundinamarca,,Mosquera,Km. 16 Via Bogota- Mosquera,NA,No informa 30 Congreso de la Republica,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.sena.edu.co
9114,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Quindío,Quindío,,Armenia,Carrera 19  7-75,NA,No informa 30 Congreso de la Republica,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.sena.edu.co
9115,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,Seccional,Nacional,Oficial,Institución Tecnológica,Valle del Cauca,Valle del Cauca,,Guadalajara de Buga,Variante Tulua- Buenaventura,NA,No informa 30 Congreso de la Republica,28/01/3916,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.sena.edu.co
9116,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,9000059366,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Chocó,Chocó,,Quibdó,Calle 20 No 5 - 66 Barrio La Yesquita,6711217,Resolución 2233 Ministerio de Educaci¿n Nacional,23/06/2006,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fucla.edu.co
9117,ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER,1900093502-9,Principal,Fundación,Privado,Institución Técnica Profesional,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 17 151-27,2585606,Resolución 3623 MINISTERIO DE EDUCACION NACIONAL,4/07/2006,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,http://inter.edu.co/
9119,CORPORACION UNIVERSITARIA AMERICANA,900114439-4,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,Calle 71 No. 41C -35 Edificio COSMOS Bloque D.,3851027,Resolución 6341 MINISTERIO DE EDUCACION NACIONAL,17/10/2006,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.niamericana.edu.co
9120,FUNDACION UNIVERSITARIA BELLAS ARTES,900126062-3,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Palacio Bellas Artes Calle 52 No. 42-08,4447787,Resolución 6342 Ministerio de Educaci¿n Nacional,17/10/2006,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.bellasartesmed.edu.co
9121,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO,900131269,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bolívar,Bolívar,,Cartagena de Indias,Centro Calle de la Factoria 36-27,6600098,Resolución 7774 MINISTERIO DE EDUCACION NACIONAL,1/12/2006,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unicolombo.edu.co
9122,UNIVERSIDAD MANUELA BELTRAN-UMB-,860.517.647-5,Seccional,Fundación,Privado,Universidad,Santander,Santander,,Bucaramanga,Calle de los Estudiantes 10-20 Ciudadela Real de Minas,6445323,Resolución 11110 MINISTERIO DE EDUCACION NACIONAL,13/07/1983,SI,27/12/2019,2710,4,Activa en la Fecha de Actualizacion,9/09/2021,www.umb.edu.co
9123,UNIVERSIDAD ANTONIO NARIÑO,860.056.070-7,Seccional,Corporación,Privado,Universidad,Huila,Huila,,Neiva,Clle 7 #3-27 y Clle 19 #42-98,8719541,No informa 4571 MINISTERIO DE EDUCACION NACIONAL,24/05/1977,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,http://www.uan.edu.co/design/sedes/home.htm
9124,TECNOLOGICO COREDI,900175084-4,Principal,Fundación,Privado,Institución Tecnológica,Antioquia,Antioquia,,Marinilla,Calle 30 #36-11,5690120,No informa 1896 Ministerio de Educación Nacional,17/04/2007,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.coredi.edu.co
9125,UNIVERSIDAD DE ANTIOQUIA,890.980.040-8,Seccional,Nacional,Oficial,Universidad,Antioquia,Antioquia,,Santa Fé de Antioquia,Calle 9 7-36 Diagonal al Comando de Policia,8531743,No informa SIN DATO SIN DATO,25/02/3951,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.udea.edu.co
9126,CORPORACION TECNOLOGICA INDOAMERICA,900243674-1,Principal,Corporación,Privado,Institución Tecnológica,Atlántico,Atlántico,,Barranquilla,Carrera 46 Calle 57 Esquina,3697604,Resolución 6173 MINISTERIO DE EDUCACION NACIONAL.,22/09/2008,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.indoamerica.edu.co
9127,CORPORACION UNIVERSITARIA DE SABANETA - UNISABANETA,900.253.021-5,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Sabaneta,Calle 75 sur #34-120,3011818,Resolución 7184 MINISTERIO DE EDUCACION NACIONAL.,24/10/2008,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unisabaneta.edu.co
9128,LCI - FUNDACION TECNOLOGICA,900262351,Principal,Fundación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Cra. 13 # 75-74,2174757,Resolución 8973 MINISTERIO DE EDUCACION NACIONAL,1/12/2008,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,No disponible
9129,FUNDACION UNIVERSITARIA CAFAM -UNICAFAM,900262398-4,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,AVENIDA CRA 68 #90-88,6468000,Resolución 9336 MINISTERIO DE EDUCACION NACIONAL,12/12/2008,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unicafam.edu.co
9131,FUNDACIÓN UNIVERSITARIA CERVANTES SAN AGUSTÍN - UNICERVANTES,9002941201,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 77#11-63,2120515,No informa 3600 Ministerio de Educaci¿n Nacional,2/06/2009,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unicervantes.edu.co
9132,FUNDACION UNIVERSITARIA CIEO - UNICIEO,900.372.111-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Cra 5 N° 118-10,6371160,No informa 6168 Ministerio de Educación Nacional,14/07/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,no disponible
9899,INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA,900350945-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 7  35-85,2324070,No informa 2202 Ministerio de Educación Nacional,30/03/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.universitariadecolombia.edu.co
9900,CORPORACION UNIVERSITARIA U DE COLOMBIA,900378694-9,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 56 #41-147,2398080,No informa 6731 Ministerio de Educación Nacional,5/08/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.udecolombia.edu.co
9902,FUNDACION UNIVERSITARIA COMFENALCO SANTANDER,900395956-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Bucaramanga,Avenida González Valencia #52-69,6577000,No informa 8562 Ministerio de Educación Nacional,27/09/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.comfenalcosantander.com.co
9903,CORPORACIÓN COLSUBSIDIO EDUCACIÓN TECNOLÓGICA - CET,900401526-8,Principal,Corporación,Privado,Institución Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 52A No. 9-76,2550617,Resolución 9150 Ministerio de Educaci¿n Nacional,21/10/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.cetcolsubsidio.edu.co
9904,FUNDACION UNIVERSITARIA COLOMBO GERMANA,900407222-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Avenida Caracas #63-87,5879730,Resolución 10263 MINISTERIO DE EDUCACION NACIONAL,22/11/2010,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,no disponible
9905,FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET,900440771-2,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Huila,Huila,,Rivera,Km.11 v¿a al Sur,8600117,Resolución 1595 Ministerio de Educaci¿n Nacional,28/02/2011,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.fet.edu.co
9906,CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES,900422582-0,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Valle del Cauca,Valle del Cauca,,Cali,Av. 6N No. 47-197,6518200,Resolución 1051 Ministerio de Educaci¿n Nacional,15/02/2011,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,NO DISPONIBLE
9907,FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA,36180562,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Huila,Huila,,Neiva,CALLE 10 # 6-41,8717770,No informa 10570 Ministerio de Educación Nacional,22/11/2011,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uninavarra.edu.co
9908,UNIVERSIDAD DEL VALLE,890.399.010-6,Seccional,Departamental,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Guadalajara de Buga,Carrera 13 5-21,2370000,Ordenanza 12 Asamblea Departamental del Valle,11/06/1945,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,HTTP://BUGA.UNIVALLE.EDU.CO
9909,UNIVERSIDAD DEL VALLE,890399010-6,Seccional,Nacional,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Zarzal,Calle 14 N¿ 7-134 Barrio Bolivar,57 2 22091,Ordenanza 12 Asamblea Departamental del Valle,11/06/1945,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,HTTP://ZARZAL.UNIVALLE.EDU.CO
9910,FUNDACION UNIVERSITARIA LUIS G. PAEZ - UNILUISGPAEZ,900511207-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 5 #65-50,3452497,No informa 10733 Ministerio de Educación Nacional,23/11/2011,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uniluisgpaez.edu.co
9911,UNIVERSIDAD DEL VALLE,890.399.010-6,Seccional,Departamental,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Buenaventura,Av.Simón Bolivar Km 9 Contiguo al Colegio ITI,1,Ordenanza 12 Asamblea Departamental del Valle,11/06/1945,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.univalle.edu.co
9912,UNIVERSIDAD DEL VALLE,890399010-6,Seccional,Nacional,Oficial,Universidad,Valle del Cauca,Valle del Cauca,,Palmira,Carrera 31 Av. La Carbonera,2704760,Ordenanza 12 Asamblea Departamental del Valle,11/06/1945,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,HTTP://PALMIRA.UNIVALLE.EDU.CO
9913,CORPORACION UNIVERSITARIA DE ASTURIAS,900509172-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 18 No. 79-25,7956999,Resolución 1110 MINISTERIO DE EDUCACION,2/02/2012,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uniasturias.edu.co
9914,ESEIT - ESCUELA SUPERIOR DE EMPRESA INGENIERÍA Y TECNOLOGÍA,9005345244,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 20 A No. 74-75,5521860,No informa 4787 Ministerio de Educaci¿n Nacional,8/05/2012,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.elite.edu.co
9915,UNIVERSITARIA VIRTUAL INTERNACIONAL,900.524.285-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 19 71 A-23,7421994,Resolución 4788 MINISTERIO DE EDUCACION NACIONAL,8/05/2012,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uvirtual.edu.co
9918,INSTITUCION UNIVERSITARIA CONOCIMIENTO E INNOVACION PARA LA JUSTICIA - CIJ,79357338,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Cundinamarca,Cundinamarca,,Cota,Km 4 Vía Suba a Cota,6831062,Ley 1654 Congreso de la Republica,15/07/2013,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.
9919,TECNOLOGICO DE ENERGIA E INNOVACION-  E-LERNOVA,900750134-0,Principal,Fundación,Privado,Institución Tecnológica,Cundinamarca,Cundinamarca,,Chía,Cra. 7 Km 17 Los Arrayanes,8844310,No informa 4283 Ministerio de Educaci¿n Nacional,27/03/2014,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.elernova.edu.co
9920,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,Seccional,Nacional,Oficial,Universidad,Nariño,Nariño,,San Andrés de Tumaco,Calle 44 N¿ 45-67,3165000,Acuerdo 014 Consejo Superior Universitario,10/03/1997,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,http://www.tumaco-pacifico.unal.edu.co/
9921,FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR,900901398-1,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Nariño,Nariño,,Pasto,CALLE 18 N¿ 56 -02,7216608,Resolución 15596 MINISTERIO DE EDUCACI¿N NACIONAL,23/09/2015,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.
9922,FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA,900893985-5,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Risaralda,Risaralda,,Pereira,CRA. 5 N¿ 21 - 30,3172400,No informa 14053 MINISTERIO DE EDUCACI¿N NACIONAL,7/09/2015,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uc.edu.co
9923,CORPORACION UNIVERSITARIA DE CATALUÑA,901032802-6,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Cra 18B No 106 A-15,6372511,Resolución 21329 Ministerio de Educaci¿n Nacional,15/11/2016,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.udecatalunya.edu.co
9924,FUNDACION UNIVERSITARIA INTERNACIONAL DE COLOMBIA - UNINCOL,901.040.737-9,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 39A No. 19-18,7810645,Resolución 21328 Ministerio de Educacion Nacional,15/11/2016,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unincol.edu.co
9925,FUNDACION UNIVERSITARIA FCV,901045132-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Floridablanca,Calle 155A No. 23-58 Urbanizaci¿n El Bosque,6399292,Resolución 21212 MINISTERIO DE EDUCACION NACIONAL,10/11/2016,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,no informa
9926,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,901096617-4,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 100  19-61 Piso 8,5169659,No informa 001 ASAMBLEA DE FUNDADORES,24/07/2015,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,unir
9927,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,901168222-9,Principal,Departamental,Oficial,Institución Universitaria/Escuela Tecnológica,Antioquia,Antioquia,,Medellín,Calle 42B   52- 106,3835160,Ordenanza 74 Asamblea Departamental de Antioquia,27/12/2017,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.iudigital.edu.co/Paginas/default.aspx
9928,FUNDACIÓN UNIVERSITARIA SALESIANA,860008010,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Carrera 5¿ # 8-25,7462738,No informa SIN DATO SIN DATO,24/03/4325,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.salesianosbogota.org
9929,UNIVERSIDAD AUTÓNOMA INDÍGENA INTERCULTURAL - UAIIN,8242153,Principal,Nacional,Oficial,Universidad,Cauca,Cauca,,Popayán,Calle 78N - Carrera 19N Urbanizaci¿n La Aldea,8240343,No informa SIN DATO SIN DATO,27/01/4327,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.uaiinpebi-cric.edu.co
9930,INSTITUCIÓN UNIVERSITARIA COMANDO DE EDUCACIÓN Y DOCTRINA - CEDOC DEL EJÉRCITO NACIONAL,NO INFORMA,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,CALLE 102 NO. 7-80 CANTON NORTE,3150111,No informa SIN DATO SIN DATO,9/02/4332,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.ejercito.mil.co/?idcategoria=221634
9931,FUNDACIÓN UNIVERSITARIA PATRICIO SYMES,901184569-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Cra. 16 No. 70a-68,2172183,Resolución 07081 Ministerio de Educaci¿n Nacional,30/04/2018,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,no disponible
9932,FUNDACIÓN UNIVERSITARIA SAN PABLO - UNISANPABLO,901208296-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,Bogotá D.C.,Calle 170 No. 8G-31,6 71 1221,Acta 009 Consejo de Fundadores de la UNISANPABLO.,20/08/2015,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,www.unisanpablo.co
9933,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,Seccional,Nacional,Oficial,Universidad,Cesar,Cesar,,La Paz,Carrera 45 #26 - 85,3165000,Acuerdo 250 Consejo Superior Universitario,24/10/2018,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,9/09/2021,http://delapaz.unal.edu.co/
