,cod_sed,secretaria,codigo_institucion,nombre_institucion,licencia,nit,cod_dpto,departamento,cod_mpio,municipio,localidad,barrio,direccion,telefono,correo_electronico,pagina_web,naturaleza,nombre_representante,certificado_calidad,numero_certificacion,norma,entidad_emisora,estado_certificacion,fecha_otorgamiento,longitud,latitud,año_corte,mes_corte
65,3764,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO,4727,CENTRO DE INFORMATICA DEL CARIBE LTDA DE SABANALARGA,1233,900216554-1,8,ATLÁNTICO,8638,SABANALARGA,,,CALLE 18 No. 17 - 35,8783072,resolucioncic2018@hotmail.com,,PRIVADA,JAINE MANUEL BULDING ACEVEDO,NO,20.058-1,NTC 5555,CELAC,CANCELADA,04/02/2016 12:00:00 AM,,,2020,11
66,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,5692,CENTRO DE SERVICIOS Y CAPACITACION COMFACAUCA,01013,891500182-0,19,CAUCA,19001,POPAYÁN,,CENTRO,CARRERA 9 # 3-23,8231868,capacitacion@comfacauca.com,www.comfacauca.com,PRIVADA,JUAN CRISTOBALVELASCO CAJIAO,NO,CO18/8031,NTC 5555,SGS COLOMBIA,VENCIDA,05/11/2018 12:00:00 AM,,,2020,11
67,3765,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD,8564,"INSTITUTO TÉCNICO TRIUNFAR ""INTET""",0479,901079259-9,8,ATLÁNTICO,8758,SOLEDAD,,NUEVO MILENIO,CARRERA 14A #60-06,3013936100,EUDERMEJIA1602@4HOTMAIL.COM,,PRIVADA,ALVARO ESTRADA BLANCO,NO,,,,,,,,2020,11
68,3787,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT,9233,INSTITUTO DE FORMACIÓN ACADÉMICA BÁSICA COMPLEMENTARIA - IFABC,1053,32001460-6,25,CUNDINAMARCA,25307,GIRARDOT,,Centenario,Crr 19-13-04,3165459613,sanignaciogirardot@gmail.com,,PRIVADA,MariaCortes,NO,,,,,,,,2020,11
69,3779,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR,7518,"INSTITUTO TECNICO DEL NORTE ""ITN""",006063,225678681,20,CESAR,20238,EL COPEY,,,Calle 11 No. 19-25 (Colegio Maria Montessori),0956560030,itncopey@hotmail.com,,PRIVADA,HILDA JOSEFINAOSORIO CHARRIS,NO,,,,,,,,2020,11
70,3777,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA,7943,INSTITUTO TECNICO LABORAL ALHERSAN,8386,25271379-9,19,CAUCA,19548,PIENDAMÓ,,PIENDAMO,"Carrera 3,# 12-33",3148286941,bachilleratoalhersan@gmail.com,,PRIVADA,LUIS BENITO ORTIZ,NO,,,,,,,,2020,11
71,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,231,INSTITUTO TRIANGULO PATIO BONITO,8687,830.006.570-5,11,BOGOTÁ D.C.,11001,BOGOTÁ,KENNEDY,PATIO BONITO,CARRERA 97 No. 38 B 21 SUR,2647606,secacademia.triangulopb@gmail.com,http://www.institutotriangulo.edu.co/,PRIVADA,EDGAR LIBARDONOVOA JIMENEZ,NO,,,,,,,,2020,11
72,3798,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO,7621,INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS,1739,30726466,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,,,I.E SAN PEDRO DE CARTAGO,7238037,domalaye@hotmail.com,,PRIVADA,DORYS MARGOTLASSO YELA,NO,,,,,,,,2020,11
73,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9479,ESCUELA NACIONAL DE CINE CHAPINERO,02-011,900357157-5,11,BOGOTÁ D.C.,11001,BOGOTÁ,CHAPINERO,Chapinero,Carrera 11 # 73-32,9260918,info@enacc.co,,PRIVADA,FernandoParada Rodriguez,NO,,,,,,,,2020,11
74,4909,SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA,8049,ESCUELA GASTRONOMICA CHEF CAPARROSO,06219,900703651-7,8,ATLÁNTICO,8001,BARRANQUILLA,,,CALLE 96 No. 47 - 60,3864311,chefcaparrozo@hotmail.com,,PRIVADA,JAIRO LEONMUÑOZ CAPARROSO,NO,,,,,,,,2020,11
75,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,1059,ACADEMIA TECNICA DE BELLEZA,06-004,79325411-7,11,BOGOTÁ D.C.,11001,BOGOTÁ,TUNJUELITO,VENECIA,CARRERA 51 N 46A  08 SUR,5644691,academiatecnica@hotmail.com,www.academiatecnicadebelleza.com,PRIVADA,JOSE WILSON MORENO ROMERO,NO,,,,,,,,2020,11
76,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,6062,"PROGRESO EMPRESARIAL ""PROEM""",2516,79878664-6,50,META,50001,VILLAVICENCIO,,,CARRERA 47 No.7B-20,3115757284,andresgalindo18@hotmail.com,,PRIVADA,WILLIAM ANDRESGALINDO PEÑUELA,NO,,,,,,,,2020,11
77,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,7287,FUNDACION TECNICA DE COLOMBIA,1852,900253056-2,54,NORTE DE SANTANDER,54001,CÚCUTA,,La Playa,Avenida 3 No. 15-49,5727070,futc_cucuta@hotmail.com,,PRIVADA,Oscar DemetrioPlata Serrano,SI,FT-CER607885,NTC 5555,ICONTEC,PRIMERA VEZ,06/01/2018 12:00:00 AM,,,2020,11
78,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,6351,"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""",495,900350585-2,23,CÓRDOBA,23574,PUERTO ESCONDIDO,,20 DE JULUI,SECTOR LA PLAYA,3106275143,ceprodentpuertoes@hotmail.com,,PRIVADA,FERNANDOBITTAR CURE,NO,,,,,,,,2020,11
79,3783,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE LORICA,5523,"INSTITUTO TECNICO DE LA COSTA ""INSTECO""",00291,0000007316063-8,23,CÓRDOBA,23417,LORICA,,PAULO VI-FINZENU,CRA 31 N°20 14,7739106,insteco2009@hotmail.com,,PRIVADA,JOSE LUISCASTILLO ESTRADA,NO,,,,,,,,2020,11
80,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,9424,FUNDACIÓN UNIVERSITARIA MARÍA CANO,17996,8000367811,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,Calle 56 N° 41 - 90,4025500,hugo.valencia@fumc.edu.co,,PRIVADA,HUGO ALBERTOVALENCIA PORRAS,NO,,,,,,,,2020,11
81,3809,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA,7039,CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO - UDI - INSTITUTO DE LENGUAS,22195,890212433-5,68,SANTANDER,68001,BUCARAMANGA,,LA UNIVERSIDAD,CALLE 9 No. 23-55,6352525,vice.academica@udi.edu.co,www.udi.edu.co,PRIVADA,JAIROCASTRO CASTRO,NO,,,,,,,,2020,11
82,3809,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA,9031,INSTITUTO DE FORMACIÓN EMPRESARIAL FENALCO SANTANDER,2982,890201284-7,68,SANTANDER,68001,BUCARAMANGA,,CENTRO,CARRERA 20 NO. 36-49,6524200,jefeformacion@fenalcosantander.com.co,www.fenalcosantander.com.co,PRIVADA,ALEJANDROALMEYDA CAMARGO,NO,,,,,,,,2020,11
83,3770,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA,1877,"ESCUELA Y TALLER DE CAPACITACIÓN EN SALUD DEL NORORIENTE ""NORSALUD""",0163,820000091-5,15,BOYACÁ,15001,TUNJA,,CENTRO,CRA 9 NO. 18-76,7442898,norsaludtunja@hotmail.com,,PRIVADA,HELMUT ENRIQUE MEJÍA MEJÍA,NO,,,,,,,,2020,11
84,3793,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAICAO,9555,ESCUELA DE NEGOCIOS EADI,RESOLUCIÓN_1160,26667868_5,44,LA GUAJIRA,44430,MAICAO,,Mareygua,CALLE 14a No. 33-35,3003044913,liliarequena11@gmail.com,,PRIVADA,LILIAREQUENA RODDRIGUEZ,NO,,,,,,,,2020,11
85,3823,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TULUÁ,2749,"Taller Odontológico y de Mecánica Dental ""TOMEDENT""","310-056,194",31204861-4,76,VALLE DEL CAUCA,76834,TULUÁ,,VILLA CAMPESTRE,CARRERA 44 CON CALLE 37B ESQUINA,2262675,info@tomedent.com,www.tomedent.com,PRIVADA,FABIAN TENORIO LOZANO,NO,FT-CER481333,NTC 5555,ICONTEC,VENCIDA,08/17/2016 12:00:00 AM,,,2020,11
86,3798,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO,7609,INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS,2006,307264664,52,NARIÑO,52352,ILES,,BARRIO EL EDEN,I.E JOSE ANTONIO GALAN,7238037,ins.incaas@gmail.com,,PRIVADA,DORIS MARGOTLASSO YELA,NO,,,,,,,,2020,11
87,3816,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ,5904,FUNDACION COLOMBO AMERICANO  IBAGUE,81-1609,900120815-5,73,TOLIMA,73001,IBAGUÉ,,CADIZ,CALLE 35 4A 18,2643291,sybilapuente@hotmail.com,www.colomboamericanoibague.com,PRIVADA,SYBILAPUENTE ESCALLON,SI,FT-CER444809,NTC 5555,ICONTEC,RENOVADA,01/27/2016 12:00:00 AM,,,2020,11
88,3819,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA,4769,INSTITUCION EDUCATIVA PARA EL TRABAJO Y EL DESARROLLO HUMANO SAN BUENAVENTURA,1110,900356855-3,76,VALLE DEL CAUCA,76109,BUENAVENTURA,,SAN LUIS,Calle 5a Nº 34-15,3174390454,cjquintana@live.com,,PRIVADA,CARLOS JULIOQUINTANA LOPEZ,NO,,,,,,,,2020,11
89,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,4255,FUNDACION ESCUELA DE ENFERMERIA DE UBATE-SEDE PACHO,000837,08320032410,25,CUNDINAMARCA,25513,PACHO,,,CALLE 8 No 17-21,3102592953,feeubate@gmail.com,,PRIVADA,LUZ MARIELADE LA HOZ RINCON,NO,,,,,,,,2020,11
90,7740,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SABANETA,9592,FUNDACION UNIVERSITARIA CEIPA,6266,890910961,5,ANTIOQUIA,5631,SABANETA,,LA DOCTORA,CALLE 77 SUR NRO. 40-165,3056170,rectoria@ceipa.edu.co,www.pluslc.com/pluslanguage/,PRIVADA,DIEGO MAURICIOMAZO CUERVO,NO,,,,,,,,2020,11
91,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4648,INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO CENESCALA (CENTRO NACIONAL DE ESTUDIOS Y CAPACITACIÓN LABORAL),5232,830146488-9,11,BOGOTÁ D.C.,11001,BOGOTÁ,ANTONIO NARIÑO,RESTREPO,CARRERA 18 SUR No. 18-52,7568664,cmilenam@cicce.edu.co,http://cenescala.edu.co/,PRIVADA,CLAUDIA MILENA MANJARREZ ALZATE,SI,20.069-1,NTC 5555,CELAC,PRIMERA VEZ,12/01/2018 12:00:00 AM,,,2020,11
92,4910,SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA,6820,INSTITUTO INTERNACIONAL DE IDIOMAS Y TURISMO STEPHEN KRASHEN,303,9000643835,13,BOLÍVAR,13001,CARTAGENA,,SECTOR AMBERES,"AVENIDA PEDRO DE HEREDIA, SECTOR AMBERES No. 39-288,",6622493,institutokrashen@hotmail.com,,PRIVADA,JAIRO TADEORAMIREZ FONSECA,NO,,,,,,,,2020,11
93,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,403,ACADEMIA DE BELLEZA EUROPEA,16-0041,20192491,11,BOGOTÁ D.C.,11001,BOGOTÁ,PUENTE ARANDA,COLON,CRA 56 NO 4 - 14,4207590,academiadebellezaeuropea@hotmail.com,,PRIVADA,MARTHA JEANETH CARDONA VARGAS,NO,,,,,,,,2020,11
94,3826,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO,7696,Politécnico Nacional de Artes y Oficios PONAO,2427,900259914-4,86,PUTUMAYO,86001,MOCOA,,Olimpico,Carrera 8 N°13-34,3218410153,direcciongeneralciadet@gmail.com,,PRIVADA,LUIS ANTONIORUIZ CICERY,NO,,,,,,,,2020,11
95,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,8414,CORPORACION EDUCATIVA DE CORDOBA,1983,812001590-4,23,CÓRDOBA,23182,CHINÚ,,Chinulito,carrera 10 N° 10-29,7817380,direccion@cortecor.edu.co,,PRIVADA,CARLOS ALONSO MARTINEZ HOYOS,NO,,,,,,,,2020,11
96,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,3308,INSTITUTO DE EDUCACION TECNICA CAFOR,4143.2.21.5599,2851499 - 1,76,VALLE DEL CAUCA,76001,CALI,,SAN VICENTE,AVENIDA 2 D NO. 24 N - 127,668 16 19,contacto@institutocafor.edu.co,WWW.INSTITUTOCAFOR.EDU.CO,PRIVADA,LUÍS CARLOSRINCÓN CABEZAS,NO,,,,,,,,2020,11
97,4909,SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA,9526,CORPORACION TECNICA APRENDIENDO,10293,901204505-2,8,ATLÁNTICO,8001,BARRANQUILLA,,ALBORAYA,CALLE 45 No. 7F - 43,3012444133,corporacionaprendiendo@gmail.com,,PRIVADA,CESAR AUGUSTOALBOR VALENZUELA,NO,,,,,,,,2020,11
98,3810,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA,2456,SISTEMAS INTERACTIVOS DE COLOMBIA BARRANCABERMEJA LTDA,1767,800095325-8,68,SANTANDER,68081,BARRANCABERMEJA,,COLOMBIA,CARRERA 15 Nº 49-15,6221383,barrancabermeja@systemplus.edu.co,www.systemplus.edu.co,PRIVADA,ALBERTOLOPEZ GARRIDO,NO,,,,,,,,2020,11
99,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,7947,INSTITUTO EDUCATIVO ENEAUDIO NYD,13-085,900773723-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,TEUSAQUILLO,LA SOLEDAD,CARRERA 30A  No. 25A-55,2698014,contacto@eneaudio.edu.co,www.eneaudio.edu.co,PRIVADA,OLGA LUCIADIAZ SARMIENTO,NO,,,,,,,,2020,11
100,3817,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE,8037,INSTITUTO GLOBAL TECHNICAL STUDY CORPORATION GTS,2554,00000093400333-2,76,VALLE DEL CAUCA,76400,LA UNIÓN,,BELEN,CALLE 14 CON CARRERA 12-69,2023472,gtsenglishlucho@hotmail.com,,PRIVADA,LUIS EDUARDOCARDENAS CALDERON,NO,,,,,,,,2020,11
101,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,5574,VIILA SANTANDER,000537,4953944-1,54,NORTE DE SANTANDER,54001,CÚCUTA,,Centro,Calle 13 # 6-79,5831566,colmilmatamoros@gmail.com,,PRIVADA,Luis Carlos Villamizar Santander,NO,,,,,,,,2020,11
102,10857,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MOSQUERA,6663,CENTRO SALESIANO SAN JOSE,RESOLUCION108,8600080100,25,CUNDINAMARCA,25473,MOSQUERA,,CENTRO DE MOSQUERA,Avenida 13 No.5-09 Mosquera,8277091,academicaissj@sdbcob.org,,PRIVADA,PBRO. OSCAR ERNESTO OLANO ANGEL,NO,,,,,,,,2020,11
103,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,7927,CENTRO DE ESTUDIOS E INVESTIGACIÓN MEICOL,5426,830105882 2,11,BOGOTÁ D.C.,11001,BOGOTÁ,BARRIOS UNIDOS,LA CASTELLANA,CALLE 97 No 53 - 46,6354712,hccmeicol58@hotmail.com,,PRIVADA,HERNANDO CANTOR CASALLAS,NO,,,,,,,,2020,11
104,3758,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA,8464,INSTITUCIÓN TÉCNICA UNIDOS POR ANTIOQUIA,2017060042761,900968465-0,5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,,,CALLE  51 Nº 51 - 14,8410003,INFO@UPA.EDU.CO,WWW.UPA.EDU.CO,PRIVADA,JOSE FRANCISCO USUGA VASCO,NO,,,,,,,,2020,11
105,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9374,ACADEMIA FRANCESA DE ESTILISTAS,08-098,51634847-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,KENNEDY,CASABLANCA,CARRERA 80 No. 47-59 SUR PISO 1 Y 2,3203395655,academiafrancesadeestilistas@gmail.com,,PRIVADA,ANA PATRICIA  NARVAEZ MOSQUERA,NO,,,,,,,,2020,11
106,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4866,ACADEMIA DE BELLEZA PANAMERICANA,466,19493845 - 0,11,BOGOTÁ D.C.,11001,BOGOTÁ,SUBA,VILLA MARIA,CRA 118 # 138 A-17- piso 2 y 3,5350171,academiapanamericanadebelleza@yahoo.com.co,,PRIVADA,OSCAR JAIMERODRIGUEZ CAICEDO,NO,,,,,,,,2020,11
107,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,7798,UNIVERSITEC DE COLOMBIA,008337,900460045,25,CUNDINAMARCA,25817,TOCANCIPÁ,,,CARRERA 6 No.9-33,3134296680,instituto.t.acosini@gmail.com,,PRIVADA,JAVIERRIVERA GOMEZ,NO,,,,,,,,2020,11
108,4909,SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA,7840,CENTRO AVANZADO DE DESARROLLO EDUCATIVO - CAVADES,03558,900827263-5,8,ATLÁNTICO,8001,BARRANQUILLA,,,CRA 53 No. 96 - 41,3860120,coeheller@hotmail.com,,PRIVADA,LILIAN OGLIASTRI LEWIS,NO,,,,,,,,2020,11
109,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,5107,"INSTITUTO DE CAPACITACION Y FORMACION EDUCATIVA ""SYSTECOM""",00000004,51678914-2,23,CÓRDOBA,23068,AYAPEL,,,COLEGIO MANUELA BELTRAN,7768202,www.systecom-edu@hotmail.com,,PRIVADA,JORGE ENRRIQUEMONTES VILLALBA,NO,,,,,,,,2020,11
110,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4603,MEDISED   INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO,48-82,800215743-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,SUBA,SUBA CENTRO,calle 146C Bis 91-59,7025302,direcciongeneral@medised.edu.co,www.medised.edu.co,PRIVADA,NAZLYALCAZAR CASTILLO,SI,CO240210,NTC 5555,BUREAU VERITAS,PRIMERA VEZ,07/15/2014 12:00:00 AM,,,2020,11
111,4911,SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA,9058,INSTITUTO BIBLICO GRACIA DIVINA,1314,901050213-4,47,MAGDALENA,47001,SANTA MARTA,,Bonda,Calle 32 No. 4-18,3003055560,ibgd@gmail.com,,PRIVADA,YURISSADEL CASTILLO,NO,,,,,,,,2020,11
112,3788,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA,9208,CORPORACIÓN PARA EL DESARROLLO INTEGRAL-CORPOSOCIAL,2078,900525213-0,25,CUNDINAMARCA,25754,SOACHA,,LA AMISTAD,CARRERA 7 # 24A - 19,3214690409,corposocial01@gmail.com,,PRIVADA,HECTOR OCTAVIOOLAYA RODRIGUEZ,NO,,,,,,,,2020,11
113,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,7984,FUNDACION EDUCATIVA CONSTRUYENDO FUTURO CF ¨FUNDECOF,0011134,52528210,25,CUNDINAMARCA,25758,SOPÓ,,Parque principal,Calle 2 Carrera 3 esquina,3143009662 NO,fundecof@hotmail.com,,PRIVADA,LEILA ROCIO ROMERO CELEITA,NO,,,,,,,,2020,11
114,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,5464,CORPORACION EDUCATIVA BRITAMERICAN,10-140,900071852-7,11,BOGOTÁ D.C.,11001,BOGOTÁ,ENGATIVA,BOYACA REAL,CALLE 65 A No. 74 - 90,2444465,info@britamericanenglishcorporationl.com,,PRIVADA,DANIELMENDEZ  CASTRO,NO,,,,,,,,2020,11
115,4815,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE JAMUNDÍ,5521,CENTRO COLOMBIANO DE ESTUDIOS TECNICOS CCOET,30-49-1100,900291841-1,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,BELALCAZAR 1,CALLE 13 NRO 6-121,5150421,juanka0821@hotmail.com,www.ccoet.edu.co,PRIVADA,JUAN CARLOSCASTRILLON PERAFAN,NO,,,,,,,,2020,11
116,4436,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PITALITO,5646,EAGLE INSTITUTE S.A.S,575,900293980-4,41,HUILA,41551,PITALITO,,,CALLE 2 Nº 3 - 80 segundo piso Barrio: Centro,8360045,instituteeagle@hotmail.com,,PRIVADA,DIANA MARIA ACHIRY,NO,,,,,,,,2020,11
117,3816,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ,4109,NT INSTITUTO DE INGLES S.A.S,71000640,52394293-0,73,TOLIMA,73001,IBAGUÉ,,CADIZ,CARRERA 4A BIS NO 35-05,2646595,andreadelmiranda@hotmail.com,,PRIVADA,ASTRIDROSERO LATORRE,NO,,,,,,,,2020,11
118,3782,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA,3137,EDUTRA S.A.S.,4065,812004961-7,23,CÓRDOBA,23001,MONTERIA,,CENTRO,CARRERA 8 No. 33-41,7815550,yuripaulim@hotmail.com,,PRIVADA,NYDIA NINNAVALENCIA JIMENEZ,NO,,,,,,,,2020,11
119,3787,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT,8328,POLITECNICO IBEROAMERICANO IBERCENTRO IFT,1088,1070599009-2,25,CUNDINAMARCA,25307,GIRARDOT,,SUCRE,CALLE 22 No. 10-57,3135612296,ibercibci@gmail.com,,PRIVADA,NATALY TABORDA ARIAS,NO,,,,,,,,2020,11
120,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,2692,FUNDACION ESCUELA TALLER DE ARTE BOTERITOS,8376,805008093-1,76,VALLE DEL CAUCA,76001,CALI,,San Juan Bosco,CARRERA 14A # 6A - 09,8855015,boteritoespecial@yahoo.com,,PRIVADA,Ines ElenaFernandez Urban,NO,,,,,,,,2020,11
121,3822,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA,4258,CENTRO DE ESTUDIO OCUPACIONAL CEO,1151133-2077,815001238-7,76,VALLE DEL CAUCA,76520,PALMIRA,,CENTRO,CARRERA 28 NO 31-57,2714637,laacademiaceopalmira@hotmail.com.ar,,PRIVADA,DIEGO ENRIQUEPARDO ESGUERRA,NO,,,,,,,,2020,11
122,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,533,TECNISALUD LTDA,1845,807004242-1,54,NORTE DE SANTANDER,54001,CÚCUTA,,LLERAS RESTREPO,CALLE 5 CON AV 1 ESQUINA No. 1-11,5948321,tecnisaludcucuta@hotmail.com,,PRIVADA,Suleima Rangel Garcia,NO,,,,,,,,2020,11
123,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,7787,CENTRO SOFIA KOPPEL,009162,86002042,25,CUNDINAMARCA,25183,CHOCONTÁ,,,Vereda Saucio - km 8,3134747073,coordinacionchoconta@centrosofiakoppel.com,,PRIVADA,LOLA QUINTERO BARRERA,NO,,,,,,,,2020,11
124,3770,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA,1808,INSTITUTO  DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO DE COLAMERICA,3610,825001012-6,15,BOYACÁ,15001,TUNJA,,CENTRO,Carrera 8 No. 22-66,7445303,colamerica.tunja@hotmail.com,www.colamerica.edu.co,PRIVADA,JORGE ALBERTORIVADENEIRA RAMIREZ,NO,,,,,,,,2020,11
125,3771,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DUITAMA,4873,CENTRO EDUCATIVO HISPANOAMERICANO DE SALUD CEHIS,927,40042008,15,BOYACÁ,15238,DUITAMA,,Barrio Villa Ross,calle 6A No. 36ª-34,3123737730,gabrielaska377@gmail.com,,PRIVADA,BELEN GABRIELAESCARRIA PEÑA,NO,,,,,,,,2020,11
126,3761,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ENVIGADO,6158,COLOMBO AMERICANO DE MEDELLIN,3748,8900900913-0,5,ANTIOQUIA,5266,ENVIGADO,,Torre Corporativa CC Viva Envigado,"Carrera 48 No. 34 sur - 29, local 902",2040404,atencioncentro@colomboworld.com,www.colomboworld.com,PRIVADA,MICHAEL JAMESCOOPER,SI,FT-CER376869,NTC 5555,ICONTEC,RENOVADA,05/29/2015 12:00:00 AM,,,2020,11
127,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,6970,EDUNORTE CÚCUTA S.A.S,1316,27605081-2,54,NORTE DE SANTANDER,54001,CÚCUTA,,La Playa,CALLE 14 No. 0-39,5893720,edunortecucuta@hotmail.com,,PRIVADA,HENRY ALBA HERNANDEZ,NO,,,,,,,,2020,11
128,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,412,ACADEMIA FRANCESA DE LA IMAGEN,3539,79268028,11,BOGOTÁ D.C.,11001,BOGOTÁ,SANTA FE,LAS AGUAS,CALLE 18 NO 3 - 6 PISO 2,2815138,afibogota@hotmail.com,www.academiafrancesa.org,PRIVADA,LUIS CARLOS VERA CASTAÑEDA,NO,,,,,,,,2020,11
129,3794,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA,7161,CENTRAL CORPORATION ADVANCED BUSINESS-CORBAC,087,900514876-6,47,MAGDALENA,47288,FUNDACIÓN,,CENTRO,CALLE 8 N°. 8-86,3006406220,corbac@poligran.edu.co,www.corbac.edu.co,PRIVADA,VENUS ESTHERURIBE GRAJALES,NO,,,,,,,,2020,11
130,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,8173,CORPORACIÓN DE EDUCACIÓN TECNOLÓGICA COLSUBSIDIO -AIRBUS GROUP ENGATIVA,16838-1,900401526-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,ENGATIVA,CIUDADELA COLSUBSIDIO,Calle 83 No. 100-51/ 61,7045810,WILMAR.CHINCHILLA@COLSUBSDIO.COM,www.cetcolsubsidio.edu.co,PRIVADA,WILMAR ALEXANDERCHINCHILLA MORENO,NO,,,,,,,,2020,11
